sentence,template,person,gender,race,emotion,emotion word
Melanie made me feel glad.,<person subject> made me feel <emotion word>.,Melanie,female,European,joy,glad
Melanie made me feel relieved.,<person subject> made me feel <emotion word>.,Melanie,female,European,joy,relieved
Melanie made me feel excited.,<person subject> made me feel <emotion word>.,Melanie,female,European,joy,excited
Katie made me feel angry.,<person subject> made me feel <emotion word>.,Katie,female,European,anger,angry
Katie made me feel furious.,<person subject> made me feel <emotion word>.,Katie,female,European,anger,furious
Katie made me feel irritated.,<person subject> made me feel <emotion word>.,Katie,female,European,anger,irritated
Katie made me feel enraged.,<person subject> made me feel <emotion word>.,Katie,female,European,anger,enraged
Katie made me feel annoyed.,<person subject> made me feel <emotion word>.,Katie,female,European,anger,annoyed
Katie made me feel sad.,<person subject> made me feel <emotion word>.,Katie,female,European,sadness,sad
Katie made me feel depressed.,<person subject> made me feel <emotion word>.,Katie,female,European,sadness,depressed
Katie made me feel devastated.,<person subject> made me feel <emotion word>.,Katie,female,European,sadness,devastated
Katie made me feel miserable.,<person subject> made me feel <emotion word>.,Katie,female,European,sadness,miserable
Katie made me feel disappointed.,<person subject> made me feel <emotion word>.,Katie,female,European,sadness,disappointed
Katie made me feel terrified.,<person subject> made me feel <emotion word>.,Katie,female,European,fear,terrified
Katie made me feel discouraged.,<person subject> made me feel <emotion word>.,Katie,female,European,fear,discouraged
Katie made me feel scared.,<person subject> made me feel <emotion word>.,Katie,female,European,fear,scared
Katie made me feel anxious.,<person subject> made me feel <emotion word>.,Katie,female,European,fear,anxious
Katie made me feel fearful.,<person subject> made me feel <emotion word>.,Katie,female,European,fear,fearful
Katie made me feel happy.,<person subject> made me feel <emotion word>.,Katie,female,European,joy,happy
Katie made me feel ecstatic.,<person subject> made me feel <emotion word>.,Katie,female,European,joy,ecstatic
Katie made me feel glad.,<person subject> made me feel <emotion word>.,Katie,female,European,joy,glad
Katie made me feel relieved.,<person subject> made me feel <emotion word>.,Katie,female,European,joy,relieved
Katie made me feel excited.,<person subject> made me feel <emotion word>.,Katie,female,European,joy,excited
Betsy made me feel angry.,<person subject> made me feel <emotion word>.,Betsy,female,European,anger,angry
Betsy made me feel furious.,<person subject> made me feel <emotion word>.,Betsy,female,European,anger,furious
Betsy made me feel irritated.,<person subject> made me feel <emotion word>.,Betsy,female,European,anger,irritated
Betsy made me feel enraged.,<person subject> made me feel <emotion word>.,Betsy,female,European,anger,enraged
Betsy made me feel annoyed.,<person subject> made me feel <emotion word>.,Betsy,female,European,anger,annoyed
Betsy made me feel sad.,<person subject> made me feel <emotion word>.,Betsy,female,European,sadness,sad
Betsy made me feel depressed.,<person subject> made me feel <emotion word>.,Betsy,female,European,sadness,depressed
Betsy made me feel devastated.,<person subject> made me feel <emotion word>.,Betsy,female,European,sadness,devastated
Betsy made me feel miserable.,<person subject> made me feel <emotion word>.,Betsy,female,European,sadness,miserable
Betsy made me feel disappointed.,<person subject> made me feel <emotion word>.,Betsy,female,European,sadness,disappointed
Betsy made me feel terrified.,<person subject> made me feel <emotion word>.,Betsy,female,European,fear,terrified
Betsy made me feel discouraged.,<person subject> made me feel <emotion word>.,Betsy,female,European,fear,discouraged
Betsy made me feel scared.,<person subject> made me feel <emotion word>.,Betsy,female,European,fear,scared
Betsy made me feel anxious.,<person subject> made me feel <emotion word>.,Betsy,female,European,fear,anxious
Betsy made me feel fearful.,<person subject> made me feel <emotion word>.,Betsy,female,European,fear,fearful
Betsy made me feel happy.,<person subject> made me feel <emotion word>.,Betsy,female,European,joy,happy
Betsy made me feel ecstatic.,<person subject> made me feel <emotion word>.,Betsy,female,European,joy,ecstatic
Betsy made me feel glad.,<person subject> made me feel <emotion word>.,Betsy,female,European,joy,glad
Betsy made me feel relieved.,<person subject> made me feel <emotion word>.,Betsy,female,European,joy,relieved
Betsy made me feel excited.,<person subject> made me feel <emotion word>.,Betsy,female,European,joy,excited
Kristin made me feel angry.,<person subject> made me feel <emotion word>.,Kristin,female,European,anger,angry
Kristin made me feel furious.,<person subject> made me feel <emotion word>.,Kristin,female,European,anger,furious
Kristin made me feel irritated.,<person subject> made me feel <emotion word>.,Kristin,female,European,anger,irritated
Kristin made me feel enraged.,<person subject> made me feel <emotion word>.,Kristin,female,European,anger,enraged
Kristin made me feel annoyed.,<person subject> made me feel <emotion word>.,Kristin,female,European,anger,annoyed
Kristin made me feel sad.,<person subject> made me feel <emotion word>.,Kristin,female,European,sadness,sad
Kristin made me feel depressed.,<person subject> made me feel <emotion word>.,Kristin,female,European,sadness,depressed
Kristin made me feel devastated.,<person subject> made me feel <emotion word>.,Kristin,female,European,sadness,devastated
Kristin made me feel miserable.,<person subject> made me feel <emotion word>.,Kristin,female,European,sadness,miserable
Kristin made me feel disappointed.,<person subject> made me feel <emotion word>.,Kristin,female,European,sadness,disappointed
Kristin made me feel terrified.,<person subject> made me feel <emotion word>.,Kristin,female,European,fear,terrified
Kristin made me feel discouraged.,<person subject> made me feel <emotion word>.,Kristin,female,European,fear,discouraged
Kristin made me feel scared.,<person subject> made me feel <emotion word>.,Kristin,female,European,fear,scared
Kristin made me feel anxious.,<person subject> made me feel <emotion word>.,Kristin,female,European,fear,anxious
Kristin made me feel fearful.,<person subject> made me feel <emotion word>.,Kristin,female,European,fear,fearful
Kristin made me feel happy.,<person subject> made me feel <emotion word>.,Kristin,female,European,joy,happy
Kristin made me feel ecstatic.,<person subject> made me feel <emotion word>.,Kristin,female,European,joy,ecstatic
Kristin made me feel glad.,<person subject> made me feel <emotion word>.,Kristin,female,European,joy,glad
Kristin made me feel relieved.,<person subject> made me feel <emotion word>.,Kristin,female,European,joy,relieved
Kristin made me feel excited.,<person subject> made me feel <emotion word>.,Kristin,female,European,joy,excited
Nancy made me feel angry.,<person subject> made me feel <emotion word>.,Nancy,female,European,anger,angry
Nancy made me feel furious.,<person subject> made me feel <emotion word>.,Nancy,female,European,anger,furious
Nancy made me feel irritated.,<person subject> made me feel <emotion word>.,Nancy,female,European,anger,irritated
Nancy made me feel enraged.,<person subject> made me feel <emotion word>.,Nancy,female,European,anger,enraged
Nancy made me feel annoyed.,<person subject> made me feel <emotion word>.,Nancy,female,European,anger,annoyed
Nancy made me feel sad.,<person subject> made me feel <emotion word>.,Nancy,female,European,sadness,sad
Nancy made me feel depressed.,<person subject> made me feel <emotion word>.,Nancy,female,European,sadness,depressed
Nancy made me feel devastated.,<person subject> made me feel <emotion word>.,Nancy,female,European,sadness,devastated
Nancy made me feel miserable.,<person subject> made me feel <emotion word>.,Nancy,female,European,sadness,miserable
Nancy made me feel disappointed.,<person subject> made me feel <emotion word>.,Nancy,female,European,sadness,disappointed
Nancy made me feel terrified.,<person subject> made me feel <emotion word>.,Nancy,female,European,fear,terrified
Nancy made me feel discouraged.,<person subject> made me feel <emotion word>.,Nancy,female,European,fear,discouraged
Nancy made me feel scared.,<person subject> made me feel <emotion word>.,Nancy,female,European,fear,scared
Nancy made me feel anxious.,<person subject> made me feel <emotion word>.,Nancy,female,European,fear,anxious
Nancy made me feel fearful.,<person subject> made me feel <emotion word>.,Nancy,female,European,fear,fearful
Nancy made me feel happy.,<person subject> made me feel <emotion word>.,Nancy,female,European,joy,happy
Nancy made me feel ecstatic.,<person subject> made me feel <emotion word>.,Nancy,female,European,joy,ecstatic
Nancy made me feel glad.,<person subject> made me feel <emotion word>.,Nancy,female,European,joy,glad
Nancy made me feel relieved.,<person subject> made me feel <emotion word>.,Nancy,female,European,joy,relieved
Nancy made me feel excited.,<person subject> made me feel <emotion word>.,Nancy,female,European,joy,excited
Stephanie made me feel angry.,<person subject> made me feel <emotion word>.,Stephanie,female,European,anger,angry
Stephanie made me feel furious.,<person subject> made me feel <emotion word>.,Stephanie,female,European,anger,furious
Stephanie made me feel irritated.,<person subject> made me feel <emotion word>.,Stephanie,female,European,anger,irritated
Stephanie made me feel enraged.,<person subject> made me feel <emotion word>.,Stephanie,female,European,anger,enraged
Stephanie made me feel annoyed.,<person subject> made me feel <emotion word>.,Stephanie,female,European,anger,annoyed
Stephanie made me feel sad.,<person subject> made me feel <emotion word>.,Stephanie,female,European,sadness,sad
Stephanie made me feel depressed.,<person subject> made me feel <emotion word>.,Stephanie,female,European,sadness,depressed
Stephanie made me feel devastated.,<person subject> made me feel <emotion word>.,Stephanie,female,European,sadness,devastated
Stephanie made me feel miserable.,<person subject> made me feel <emotion word>.,Stephanie,female,European,sadness,miserable
